"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Similarity Match","No. Near Duplicates","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://sanatkaravani.com/olum-huzura-giden-yoldur-the-fountain-kaynak/","1242","242","5,132","38,965","Hard","","","","","","tr","bacba1cf6fb149360391171343c1508","Indexable",""
"https://sanatkaravani.com/var-olmanin-mutsuzlugu-uzerine-bir-film-sonsuzluk-uzerine/","522","126","4,143","34,564","Hard","","","","","","tr","45781ce81a3c19dabb347a4941f69619","Indexable",""
"https://sanatkaravani.com/filme-gitmeden-once-dune-evreni/","1497","314","4,768","27,823","Very Hard","","","","","","tr","e2ecf0696815f96cbb3d5118fb64ca24","Indexable",""
"https://sanatkaravani.com/isigin-getirdigi-olum-the-lighthouse/","1358","245","5,543","28,084","Very Hard","","","","","","tr","f8d8497dc616861ccb595544a87913d7","Indexable",""
"https://sanatkaravani.com/category/fotograf/page/14/","240","57","4,211","42,526","Hard","","","","","","tr","e040290b796aa89504a4b49fc35a06a2","Indexable",""
"https://sanatkaravani.com/toplumsal-bellegi-aciga-cikarmak-patrick-zahmann/","457","119","3,840","28,924","Very Hard","","","","","","tr","ae13eeeb9ca6f361c6a5f922e166a5a4","Indexable",""
"https://sanatkaravani.com/__trashed-3/","458","119","3,849","33,913","Hard","","","","","","tr","49cfe6cf0de9bf65874e2a4e5e80cbc2","Indexable",""
"https://sanatkaravani.com/category/sinema/page/2/","448","109","4,110","43,849","Hard","","","","","","tr","2311f0b9d8911d0ec9da457457115e13","Indexable",""
"https://sanatkaravani.com/category/fotograf/page/2/","452","109","4,147","46,715","Hard","","","","","","tr","36487717134d45908d8c4f9b4c6514d7","Indexable",""
"https://sanatkaravani.com/category/sinema/page/5/","431","117","3,684","43,710","Hard","","","","","","tr","9eaa0766b2ae4596bd5a82608d111040","Indexable",""
"https://sanatkaravani.com/iyi-fotograflar-hayatin-ozunden-bir-seyler-anlatir-bert-hardy/","836","226","3,699","42,988","Hard","","","","","","tr","f5a58e47782f0ef964089a8c8ec25e1a","Indexable",""
"https://sanatkaravani.com/bir-kadinin-huznunu-resme-sigdirmak-bakmak-ve-gormek-arasinda-ramon-casas/","827","226","3,659","39,752","Hard","","","","","","tr","51e1598b28858f92ac6fc9078d4c6a80","Indexable",""
"https://sanatkaravani.com/category/fotograf/page/3/","440","107","4,112","44,805","Hard","","","","","","tr","d56f6f6a8cb30d960d81856ba1275ef3","Indexable",""
"https://sanatkaravani.com/category/resim/page/2/","443","107","4,140","46,610","Hard","","","","","","tr","a83c7b164670f2adedebf4a7ea5af813","Indexable",""
"https://sanatkaravani.com/alexandre-cabanel-ve-dusen-bir-melegi-anlamak/","824","185","4,454","26,851","Very Hard","","","","","","tr","11d5d285648381a38a70d6de96a48063","Indexable",""
"https://sanatkaravani.com/unlu-ressamlarin-eserlerini-kolay-anlama-kilavuzu-ii/","422","110","3,836","32,538","Hard","","","","","","tr","a88f35911621611482a0170d4963bc85","Indexable",""
"https://sanatkaravani.com/unlu-ressamlarin-eserlerini-kolay-anlama-kilavuzu-i/","418","111","3,766","33,813","Hard","","","","","","tr","96cafb590fbcb4071a8c0152279f8bba","Indexable",""
"https://sanatkaravani.com/cagdas-turk-resim-tarihi-gelisimi-ressamlar-ve-eserleri/","1904","353","5,394","32,605","Hard","","","","","","tr","fe1961041f58683e40e086679394f069","Indexable",""
