"Address","Status Code","Status","HTML Word Count","Rendered HTML Word Count","Word Count Change","JS Word Count %","HTML Title","Rendered HTML Title","HTML H1","Rendered HTML H1","HTML Meta Description","Rendered HTML Meta Description","HTML Canonical","Rendered HTML Canonical","Unique Inlinks","Unique JS Inlinks","Unique Outlinks","Unique JS Outlinks","Unique External Outlinks","Unique External JS Outlinks","HTML Meta Robots 1","Rendered HTML Meta Robots 1","Pretty URL","Ugly URL","JS Error","JS Warning","JS Info","JS Debug","JS Issue"
"https://sanatkaravani.com/fotografta-gercek-bir-sairin-gozu-joseph-mckenzie/","200","OK","522","0","","","Fotoğrafta “Gerçek Bir Şairin Gözü” Joseph Mckenzie - Sanat Karavanı","","Fotoğrafta “Gerçek Bir Şairin Gözü” Joseph Mckenzie","","","","https://sanatkaravani.com/fotografta-gercek-bir-sairin-gozu-joseph-mckenzie/","","8","0","27","0","9","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/fotografta-gercek-bir-sairin-gozu-joseph-mckenzie/","https://sanatkaravani.com/fotografta-gercek-bir-sairin-gozu-joseph-mckenzie/","","","","",""
"https://sanatkaravani.com/tag/hannah-wilke/","200","OK","101","0","","","Hannah Wilke arşivleri - Sanat Karavanı","","Hannah Wilke","","","","https://sanatkaravani.com/tag/hannah-wilke/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/hannah-wilke/","https://sanatkaravani.com/tag/hannah-wilke/","","","","",""
"https://sanatkaravani.com/tag/kyle-thompson/","200","OK","100","0","","","Kyle Thompson arşivleri - Sanat Karavanı","","Kyle Thompson","","","","https://sanatkaravani.com/tag/kyle-thompson/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/kyle-thompson/","https://sanatkaravani.com/tag/kyle-thompson/","","","","",""
"https://sanatkaravani.com/fotografla-nesnelerin-suretini-yeniden-yaratmak-keiichi-tahara/","200","OK","560","0","","","Fotoğrafla Nesnelerin Suretini Yeniden Yaratmak / Keiichi Tahara - Sanat Karavanı","","Fotoğrafla Nesnelerin Suretini Yeniden Yaratmak / Keiichi Tahara","","","","https://sanatkaravani.com/fotografla-nesnelerin-suretini-yeniden-yaratmak-keiichi-tahara/","","8","0","27","0","9","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/fotografla-nesnelerin-suretini-yeniden-yaratmak-keiichi-tahara/","https://sanatkaravani.com/fotografla-nesnelerin-suretini-yeniden-yaratmak-keiichi-tahara/","","","","",""
"https://sanatkaravani.com/tag/claude-cahun/","200","OK","101","0","","","Claude Cahun arşivleri - Sanat Karavanı","","Claude Cahun","","","","https://sanatkaravani.com/tag/claude-cahun/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/claude-cahun/","https://sanatkaravani.com/tag/claude-cahun/","","","","",""
"https://sanatkaravani.com/tag/cinsiyet/","200","OK","100","0","","","cinsiyet arşivleri - Sanat Karavanı","","cinsiyet","","","","https://sanatkaravani.com/tag/cinsiyet/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/cinsiyet/","https://sanatkaravani.com/tag/cinsiyet/","","","","",""
"https://sanatkaravani.com/tag/yildiz-moran/","200","OK","102","0","","","yıldız moran arşivleri - Sanat Karavanı","","yıldız moran","","","","https://sanatkaravani.com/tag/yildiz-moran/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/yildiz-moran/","https://sanatkaravani.com/tag/yildiz-moran/","","","","",""
"https://sanatkaravani.com/tag/boris-ignatovitch/","200","OK","102","0","","","Boris Ignatovitch arşivleri - Sanat Karavanı","","Boris Ignatovitch","","","","https://sanatkaravani.com/tag/boris-ignatovitch/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/boris-ignatovitch/","https://sanatkaravani.com/tag/boris-ignatovitch/","","","","",""
"https://sanatkaravani.com/tag/don-mccullin/","200","OK","105","0","","","Don Mccullin arşivleri - Sanat Karavanı","","Don Mccullin","","","","https://sanatkaravani.com/tag/don-mccullin/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/don-mccullin/","https://sanatkaravani.com/tag/don-mccullin/","","","","",""
"https://sanatkaravani.com/tag/garcia-rodero/","200","OK","100","0","","","Garcia Rodero arşivleri - Sanat Karavanı","","Garcia Rodero","","","","https://sanatkaravani.com/tag/garcia-rodero/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/garcia-rodero/","https://sanatkaravani.com/tag/garcia-rodero/","","","","",""
"https://sanatkaravani.com/tag/sanat-sanat-karavani/","200","OK","100","0","","","sanat-sanat karavanı arşivleri - Sanat Karavanı","","sanat-sanat karavanı","","","","https://sanatkaravani.com/tag/sanat-sanat-karavani/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/sanat-sanat-karavani/","https://sanatkaravani.com/tag/sanat-sanat-karavani/","","","","",""
"https://sanatkaravani.com/tag/eduardo-gageiro/","200","OK","103","0","","","Eduardo Gageiro arşivleri - Sanat Karavanı","","Eduardo Gageiro","","","","https://sanatkaravani.com/tag/eduardo-gageiro/","","1","0","14","0","8","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/eduardo-gageiro/","https://sanatkaravani.com/tag/eduardo-gageiro/","","","","",""
"https://sanatkaravani.com/tag/sanat-karavani/page/33/","200","OK","441","0","","","sanat karavanı arşivleri - Sayfa 33 / 39 - Sanat Karavanı","","sanat karavanı","","","","https://sanatkaravani.com/tag/sanat-karavani/page/33/","","4","0","32","0","35","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/sanat-karavani/page/33/","https://sanatkaravani.com/tag/sanat-karavani/page/33/","","","","",""
"https://sanatkaravani.com/tag/sanat-karavani/page/34/","200","OK","447","0","","","sanat karavanı arşivleri - Sayfa 34 / 39 - Sanat Karavanı","","sanat karavanı","","","","https://sanatkaravani.com/tag/sanat-karavani/page/34/","","4","0","36","0","35","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/sanat-karavani/page/34/","https://sanatkaravani.com/tag/sanat-karavani/page/34/","","","","",""
