"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://sanatkaravani.com/category/fotograf/page/2/","1","Fotoğraf arşivleri - Sayfa 2 / 14 - Sanat Karavanı","50","422","Indexable",""
"https://sanatkaravani.com/category/sinema/page/5/","1","Sinema arşivleri - Sayfa 5 / 5 - Sanat Karavanı","47","402","Indexable",""
"https://sanatkaravani.com/iyi-fotograflar-hayatin-ozunden-bir-seyler-anlatir-bert-hardy/","1","İyi Fotoğraflar Hayatın Özünden Bir Şeyler Anlatır / Bert Hardy - Sanat Karavanı","80","691","Indexable",""
"https://sanatkaravani.com/bir-kadinin-huznunu-resme-sigdirmak-bakmak-ve-gormek-arasinda-ramon-casas/","1","Bir Kadının Hüznünü Resme Sığdırmak–Bakmak ve Görmek Arasında /Ramon Casas - Sanat Karavanı","91","898","Indexable",""
"https://sanatkaravani.com/category/fotograf/page/3/","1","Fotoğraf arşivleri - Sayfa 3 / 14 - Sanat Karavanı","50","422","Indexable",""
"https://sanatkaravani.com/category/resim/page/2/","1","Resim arşivleri - Sayfa 2 / 5 - Sanat Karavanı","46","390","Indexable",""
"https://sanatkaravani.com/alexandre-cabanel-ve-dusen-bir-melegi-anlamak/","1","Alexandre Cabanel ve Düşen Bir Meleği Anlamak - Sanat Karavanı","62","578","Indexable",""
"https://sanatkaravani.com/unlu-ressamlarin-eserlerini-kolay-anlama-kilavuzu-ii/","1","Ünlü Ressamların Eserlerini Kolay Anlama Kılavuzu II - Sanat Karavanı","69","615","Indexable",""
"https://sanatkaravani.com/unlu-ressamlarin-eserlerini-kolay-anlama-kilavuzu-i/","1","Ünlü Ressamların Eserlerini Kolay Anlama Kılavuzu I - Sanat Karavanı","68","610","Indexable",""
"https://sanatkaravani.com/cagdas-turk-resim-tarihi-gelisimi-ressamlar-ve-eserleri/","1","Çağdaş Türk Resim Tarihi: Gelişimi, Ressamlar ve Eserleri - Sanat Karavanı","74","657","Indexable",""
"https://sanatkaravani.com/pistoletto-ve-yoksul-sanat/","1","Pistoletto ve Yoksul Sanat - Sanat Karavanı","43","382","Indexable",""
"https://sanatkaravani.com/oglunu-oldurmek-ilya-repin/","1","Oğlunu Öldürmek / İlya Repin - Sanat Karavanı","45","407","Indexable",""
"https://sanatkaravani.com/category/resim/page/5/","1","Resim arşivleri - Sayfa 5 / 5 - Sanat Karavanı","46","390","Indexable",""
"https://sanatkaravani.com/category/resim/page/3/","1","Resim arşivleri - Sayfa 3 / 5 - Sanat Karavanı","46","390","Indexable",""
"https://sanatkaravani.com/aya-kendisiyle-birlikte-dunyadan-8-sanatciyi-goturecek-adam-yusaku-maezawa/","1","Aya Kendisiyle Birlikte Dünyadan 8 Sanatçıyı Götürecek Adam: Yusaku Maezawa - Sanat Karavanı","92","862","Indexable",""
"https://sanatkaravani.com/seyredilene-bakmak-leon-gerome/","1","Seyredilene Bakmak / Leon Gerome - Sanat Karavanı","49","466","Indexable",""
"https://sanatkaravani.com/memlekette-zelzele-disarida-harp-ben-sana-asigim-sait-faik/","1","""Memlekette Zelzele, Dışarıda Harp, Ben Sana Aşığım"" Sait Faik - Sanat Karavanı","79","706","Indexable",""
"https://sanatkaravani.com/kusurlarin-guzelligi-kintsugi/","1","Kusurların Güzelliği: Kintsugi - Sanat Karavanı","47","403","Indexable",""
"https://sanatkaravani.com/category/genel/page/2/","1","Genel arşivleri - Sayfa 2 / 2 - Sanat Karavanı","46","386","Indexable",""
"https://sanatkaravani.com/category/tasarim/","1","Tasarım arşivleri - Sanat Karavanı","34","298","Indexable",""
"https://sanatkaravani.com/bir-fotografa-tum-yasanmisliklari-sigdirmak-kazuo-kitai/","1","Bir Fotoğrafa Tüm Yaşanmışlıkları Sığdırmak/ Kazuo Kitai - Sanat Karavanı","73","661","Indexable",""
"https://sanatkaravani.com/vincent-van-goghun-kesik-kulaginin-gizemi/","1","Vincent Van Gogh’un Kesik Kulağının Gizemi - Sanat Karavanı","59","543","Indexable",""
"https://sanatkaravani.com/fotograf-bir-adanma-bicimidir-artur-pastor/","1","Fotoğraf Bir Adanma Biçimidir / Artur Pastor - Sanat Karavanı","61","542","Indexable",""
"https://sanatkaravani.com/japon-sanati-bon-sai/","1","Japon Sanati: Bon-Sai - Sanat Karavanı","38","346","Indexable",""
"https://sanatkaravani.com/arno-gruen-normalligin-deliligi/","1","Arno Gruen-Normalliğin Deliliği - Sanat Karavanı","48","421","Indexable",""
"https://sanatkaravani.com/modern-hayati-reddenler-amish-toplumu/","1","Modern Hayatı Reddenler: Amish Toplumu - Sanat Karavanı","55","524","Indexable",""
"https://sanatkaravani.com/tiptan-sanata-anatomik-nakis-amber-griffiths/","1","Tıptan Sanata Anatomik Nakış / Amber Griffiths - Sanat Karavanı","63","574","Indexable",""
"https://sanatkaravani.com/sezgi-olmadan-sanat-olmaz-edward-hartwig/","1","Sezgi Olmadan Sanat Olmaz-Edward Hartwig - Sanat Karavanı","57","549","Indexable",""
"https://sanatkaravani.com/unlu-klasik-muzik-eserlerinin-uretim-hikayeleri/","1","Ünlü Klasik Müzik Eserlerinin Üretim Hikayeleri - Sanat Karavanı","64","560","Indexable",""
"https://sanatkaravani.com/independenta-gore-en-iyi-40-album/","1","Independent'a Göre En İyi 40 Albüm! - Sanat Karavanı","52","468","Indexable",""
"https://sanatkaravani.com/author/ahuakkaya/page/2/","1","Ahu Akkaya, Sanat Karavanı sitesinin yazarı - Sayfa 2 / 2","57","498","Indexable",""
"https://sanatkaravani.com/erdil-yasaroglunun-ilk-sergisi-oyun/","1","Erdil Yaşaroğlu'nun İlk Sergisi: ""Oyun"" - Sanat Karavanı","56","478","Indexable",""
"https://sanatkaravani.com/ilk-anitsal-nu-heykeli-knidos-afroditi/","1","İlk Anıtsal Nü Heykeli / Knidos Afroditi - Sanat Karavanı","57","486","Indexable",""
"https://sanatkaravani.com/category/sinema/page/3/","1","Sinema arşivleri - Sayfa 3 / 5 - Sanat Karavanı","47","402","Indexable",""
"https://sanatkaravani.com/theo-angelopoulosla-sinemasal-zaman-yolculugu/","1","Theo Angelopoulos’la Sinemasal Zaman Yolculuğu - Sanat Karavanı","63","601","Indexable",""
"https://sanatkaravani.com/sokak-sanatini-mitolojiyle-harmanlayan-ikili-pichi-avo/","1","Sokak Sanatını Mitolojiyle Harmanlayan İkili: Pichi & Avo - Sanat Karavanı","74","648","Indexable",""
"https://sanatkaravani.com/zhanna-kadyrovanin-domestik-heykelleri/","1","Zhanna Kadyrova’nın Domestik Heykelleri - Sanat Karavanı","56","518","Indexable",""
"https://sanatkaravani.com/category/heykel/page/2/","1","Heykel arşivleri - Sayfa 2 / 2 - Sanat Karavanı","47","395","Indexable",""
"https://sanatkaravani.com/insanligin-degerlerini-simgeleyen-devasa-eller-lorenzo-quinn/","1","İnsanlığın Değerlerini Simgeleyen Devasa Eller / Lorenzo Quinn - Sanat Karavanı","79","700","Indexable",""
"https://sanatkaravani.com/tarihi-algiyi-yeniden-sekillendiren-uraldaki-erken-sanat-eseri-shigir-idolu/","1","Tarihi Algıyı Yeniden Şekillendiren Ural'daki Erken Sanat Eseri: Shigir İdolü - Sanat Karavanı","94","796","Indexable",""
"https://sanatkaravani.com/bir-huznun-hikayesi-60-cift-ayakkabi/","1","Bir Hüznün Hikayesi: 60 Çift Ayakkabı - Sanat Karavanı","54","483","Indexable",""
"https://sanatkaravani.com/bobinskinin-adasi-etkilesimli-kinetik-heykel/","1","Bobinski’nin ADA’sı: Etkileşimli Kinetik Heykel - Sanat Karavanı","64","551","Indexable",""
"https://sanatkaravani.com/tag/fotograf-yarismasi/","1","fotoğraf yarışması arşivleri - Sanat Karavanı","45","387","Indexable",""
"https://sanatkaravani.com/tag/siena/","1","siena arşivleri - Sanat Karavanı","32","272","Indexable",""
"https://sanatkaravani.com/category/muzik/page/3/","1","Müzik arşivleri - Sayfa 3 / 3 - Sanat Karavanı","46","389","Indexable",""
"https://sanatkaravani.com/tag/haruki-murakami/","1","haruki murakami arşivleri - Sanat Karavanı","42","374","Indexable",""
"https://sanatkaravani.com/tag/oscars/","1","oscars arşivleri - Sanat Karavanı","33","284","Indexable",""
"https://sanatkaravani.com/category/muzik/page/2/","1","Müzik arşivleri - Sayfa 2 / 3 - Sanat Karavanı","46","389","Indexable",""
"https://sanatkaravani.com/tag/drive-my-car/","1","drive my car arşivleri - Sanat Karavanı","39","331","Indexable",""
"https://sanatkaravani.com/ey-kor-ac-gozunu-de-duslerden-uyan-ihsan-oktay-anar/","1","“Ey Kör! Aç Gözünü de Düşlerden Uyan” / İhsan Oktay Anar - Sanat Karavanı","73","666","Indexable",""
"https://sanatkaravani.com/b-russell-mutlu-olmak-hala-mumkun-mudur/","1","B. Russell: “Mutlu Olmak Hala Mümkün Müdür?” - Sanat Karavanı","61","578","Indexable",""
